"lizard_id","date","time","x","y","utm_east","utm_north","notes","temp","humid","wind","cloud","time_20_beeps"
"CB13","2021-05-16","09:10",-115.426511860171,36.1566428890561,641540,4002466,"J023, “tortoise rock den” 0641540 4002466",19.9,33.8,2,"clear",34.56
"CB15","2021-05-16","10:40",-115.414789938365,36.1600341483112,642588,4002860,"J110 0642588 4002860",26.2,25.8,0.5,"clear",35.18
"CB13","2021-05-14","08:58",-115.431920928466,36.1599774613779,641053,4002831,"J111 0641053 4002831",27.7,18.9,0.7,"clear",34.83
"CB3","2021-05-16","08:36",-115.429156155515,36.1590164446173,641293,4002725,"J065 0641293 4002725",21.5,32.6,0.7,"clear",39.23
"CB3","2021-05-18","18:49",-115.428485924186,36.1589924955403,641360,4002727,"J024 0641360 4002727",29.5,15.8,0.8,"clear",37.09
"CB13","2021-05-18","19:48",-115.415337763781,36.1598152147861,642544,4002831,"0642544 4002831
Head width: 51mm
Weight: 555g",28.6,15.7,1.7,"clear",33.89
"CB3","2021-05-19","09:06",-115.428381202767,36.1587002053011,641367,4002697,"0641367 4002697",25.4,21.9,1.1,"partly cloudy",35.26
"CB31","2021-05-18","19:30",-115.419822715588,36.162332031328,642136,4003111,"J109 0642136 4003111
Overwinter shelter. Couldn’t find entrance.
Remote observation.",28.7,16.6,1.3,"clear",29.56
"CB13","2021-05-19","10:14",-115.415247651647,36.1601565979389,642542,4002879,"J113 0642542 4002879",27.7,20,1.8,"partly cloudy",36.47
"CB15","2021-05-19","10:31",-115.415769896599,36.1601130621171,642498,4002870,"J114 0642498 4002870",28.3,19.5,1.1,"clear",33.02
"CB3","2021-05-20","09:53",-115.425788168572,36.1585430304213,641605,4002680,"0641605 4002680
Surface active to B133",23.5,21,1.4,"clear",33.31
"CB3","2021-05-21","09:16",-115.425924112269,36.1586212615452,641591,4002689,"B133 0641591 4002689
Suspected shelter entrance",14.2,27.1,1.9,"clear",39.16
"CB31","2021-05-19","09:47",-115.419822715588,36.162332031328,642136,4003111,"J109 0642136 4003111
Overwinter shelter. Couldn’t find entrance.
Remote observation.",26.3,20,1.6,"partly cloudy",29.43
"CB15","2021-05-21","10:03",-115.417419226928,36.160530948077,642346,4002912,"J115 0642346 4002912",15.3,29.3,0.7,"clear",36.26
"CB31","2021-05-21","09:43",-115.419822715586,36.1623320313274,642136,4003111,"J109 0642136 4003111
Overwinter shelter. Couldn’t find entrance.
Remote observation.",15.5,28.5,0.6,"clear",29.49
"CB13","2021-05-21","10:34",-115.415247651647,36.1601565979389,642542,4002879,"J113 0642542 4002879",17.3,29.6,1.3,"clear",41.83
"CB3","2021-05-22","06:21",-115.425924112269,36.1586212615452,641591,4002689,"B133 0641591 4002689
Suspected shelter entrance",12,34.9,0.6,"clear",40.12
"CB31","2021-05-22","06:38",-115.419822715588,36.162332031328,642136,4003111,"J109 0642136 4003111
Overwinter shelter. Couldn’t find entrance.
Remote observation.",15,23.9,0.3,"clear",29.46
"CB15","2021-05-22","06:52",-115.417419226928,36.160530948077,642346,4002912,"J115 0642346 4002912",12.7,30.4,0.3,"clear",37.54
"CB13","2021-05-22","07:15",-115.415247651647,36.1601565979389,642542,4002879,"J113 0642542 4002879",12.4,27.1,0.5,"clear",42.56
"CB15","2021-05-24","17:48",-115.418300791464,36.1605477036567,642270.822691902,4002914.66328096,"Two captures. Each were outside of the shelter indicated by a finger.
Head width: 47mm
Weight: 645g",25.6,16,1,"clear",33.72
"CB13","2021-05-24","17:18",-115.415247651647,36.1601565979389,642542,4002879,"J113 0642542 4002879",28.7,16.6,0.3,"clear",39.86
"CB24","2021-05-24","17:48",-115.418300791464,36.1605477036567,642270.822691902,4002914.66328096,"Two captures. Each were outside of the shelter indicated by a finger.
Head width: 54mm
Weight: 545g",25.6,16,1,"clear",NA
"CB31","2021-06-19","08:15",0,0,642136,4003111,"Remote Obs",36.9,14.3,1.1,"partly cloudy",29.6
"CB25","2021-06-21","06:25",-115.400535699998,36.1648974999994,643858,4003432,"0643858 4003432",28.8,17,0,"clear",42.08
"CB31","2021-06-21","07:50",0,0,642136,4003111,"Remote Obs",32.2,16,1.1,"clear",29.49
"CB25","2021-05-18","19:03",-115.4002083,36.1648451,643891,4003418,"0643891 4003418",29.2,14.7,1.2,"clear",39.49
"CB25","2021-05-21","10:04",-115.4029843,36.1618262,643640,4003078,"0643640 4003078",16.2,24.5,0.5,"clear",52.18
"CB15","2021-06-09","11:56",-115.4184636,36.1605752,642260,4002919,"0642260 4002919",33.3,11.1,0.7,"partly cloudy",34.3
"CB15","2021-06-14","10:20",-115.4167864,36.1604217,642407,4002894,"0642407 4002894",38.8,8.4,0,"clear",34.43
"CB15","2021-06-15","08:05",-115.4167864,36.1604217,642407,4002894,"0642407 4002894",34.4,21.8,0,"clear",33.93
"CB15","2021-06-16","07:05",-115.4167864,36.1604217,642407,4002894,"0642407 4002894",35,22.7,0,"partly cloudy",33.93
"CB25","2021-05-24","16:37",-115.402999033326,36.1618666844087,643640,4003078,"B143 0643640 4003078",27.7,16.1,1,"clear",40.2
"CB25","2021-05-25","18:14",-115.403774939894,36.1629775881097,643571,4003215,"0643571 4003215",28,11.8,2,"cloudy",34.39
"CB3","2021-05-26","09:00",-115.424958956049,36.1588801373836,641673,4002722,"0641673 4002722",24.4,19.8,1.4,"cloudy",36.53
"CB3","2021-05-27","08:59",-115.429010009041,36.1597746549184,641303,4002811,"0641303 4002811
Captured because of antenna sticking out of back.",27,16.6,1.6,"clear",33.38
"CB13","2021-05-25","18:59",-115.415247651647,36.1601565979389,642542,4002879,"J113 0642542 4002879",27.3,12.3,1.3,"cloudy",37.65
"CB31","2021-05-26","09:30",-115.419822715588,36.162332031328,642136,4003111,"J109 0642136 4003111
Overwinter shelter. Couldn’t find entrance.
Remote observation.",23.7,20.1,1.3,"cloudy",29.56
"CB25","2021-05-28","19:07",-115.404358587532,36.164663757037,643521,4003392,"J116 0643521 4003392
Suspected entrance.",29.6,13.2,0.7,"clear",37.54
"CB13","2021-05-29","11:40",-115.415390988804,36.1594488675732,642537,4002801,"J117 0642537 4002801
2-3 meters from tortoise den and tortoise RR003 - see photo :)",29.3,14.8,0.6,"cloudy",34.4
"CB31","2021-05-27","09:43",-115.419822715588,36.162332031328,642136,4003111,"J109 0642136 4003111
Overwinter shelter. Couldn’t find entrance.
Remote observation.",27.7,16,2,"clear",29.45
"CB15","2021-05-30","09:15",-115.417474768323,36.1607673860697,642341,4002940,"J118 0642341 4002940",28.3,15.9,0.7,"clear",35.43
"CB13","2021-05-30","09:40",-115.418083529853,36.1605300475553,642286,4002923,"J119 0642286 4002923
Prints leading into shelter",29.1,15.7,0.8,"clear",35.2
"CB24","2021-05-31","13:08",-115.4218581201,36.1609920596979,641963,4002961,"J120 0641963 4002961",33.3,12.8,2,"partly cloudy",28.93
"CB13","2021-05-31","13:44",-115.42276514746,36.1606479048611,641880,4002917,"J021 0641880 4002917",36,11,1.5,"partly cloudy",34.16
"CB24","2021-06-03","07:01",-115.421549948879,36.1612031835897,641971,4002976,"J121 0641971 4002976
Unsure of entrance.first pic is only reasonable entrance I could find, second pic is where I get the best signal.",26.6,20.4,0,"clear",28.99
"CB24","2021-06-02","08:36",-115.421547631366,36.1613605637962,641977,4003001,"J076 0641977 4003001",32.3,15.1,0.5,"partly cloudy",28.83
"CB31","2021-05-29","12:12",-115.419822715588,36.162332031328,642136,4003111,"J109 0642136 4003111
Overwinter shelter. Couldn’t find entrance.
Remote observation.",33.8,19.4,0,"cloudy",29.53
"CB15","2021-05-31","12:29",-115.417419226928,36.160530948077,642346,4002912,"J115 0642346 4002912",34,10.3,0.7,"partly cloudy",34.36
"CB13","2021-06-02","07:49",-115.426511860171,36.1566428890561,641540,4002466,"J023, “tortoise rock den” 0641540 4002466",32.7,15.1,0.4,"partly cloudy",32.65
"CB15","2021-06-02","09:40",0,0,642508,4002785,"B058 0642508 4002785",35,14.8,0.6,"partly cloudy",33.1
"CB15","2021-06-03","07:50",-115.41535466085,36.1594585606144,642535,4002793,"0642535 4002793",33.1,18.1,0.5,"clear",32.19
"CB3","2021-06-04","07:06",-115.429602743746,36.1582753264782,641255,4002652,"J123 0641255 4002652",29,22.2,0,"partly cloudy",36.06
"CB13","2021-06-04","06:40",-115.424695293826,36.156665603485,641703,4002471,"J122 0641703 4002471",26.5,24.8,0,"cloudy",34.78
"CB31","2021-06-03","07:30",-115.419822715588,36.162332031328,642136,4003111,"J109 0642136 4003111
Overwinter shelter. Couldn’t find entrance.
Remote observation.",32.4,22.3,0,"clear",29.45
"CB15","2021-06-06","18:25",-115.418382667276,36.1605939661303,642260,4002919,"B092 0642260 4002919
Two entrances. Old packrat midden, tortoise burrow.",32.8,13.5,0.7,"clear",33.07
"CB24","2021-06-06","18:54",-115.418895566446,36.1598965353164,642222,4002839,"0642222 4002839",32,14.5,0.5,"clear",28.55
"CB3","2021-06-07","12:54",-115.428762640308,36.1579272448289,641337,4002610,"J124 0641337 4002610",30,14.9,1.6,"cloudy",35.79
"CB13","2021-06-07","13:21",-115.429345268461,36.1593193602518,641284,4002761,"J125 0641284 4002761",33.2,14.2,1,"partly cloudy",34.12
"CB24","2021-06-04","08:08",-115.421547631366,36.1613605637962,641977,4003001,"J076 0641977 4003001",31.6,17.6,0,"clear",28.75
"CB31","2021-06-04","08:28",-115.419822715588,36.162332031328,642136,4003111,"J109 0642136 4003111
Overwinter shelter. Couldn’t find entrance.
Remote observation.",36.2,16.3,0,"clear",29.4
"CB3","2021-06-08","10:04",-115.428214525302,36.1577959253044,641390,4002603,"J126 0641390 4002603",30,14.1,0.4,"clear",35.18
"CB15","2021-06-07","13:59",-115.418382667276,36.1605939661303,642260,4002919,"B092 0642260 4002919
Two entrances. Old packrat midden, tortoise burrow.",35.4,12.7,0.7,"cloudy",32.96
"CB24","2021-06-07","18:14",0,0,642294,4002867,"J056 0642294 4002867",33.9,13.6,0.8,"cloudy",28.56
"CB24","2021-06-08","12:12",-115.420689902397,36.1583185679079,642061,4002661,"J127 0642061 4002661",36.8,13.9,0.4,"clear",29.13
"CB3","2021-06-09","09:52",-115.428360909753,36.1588316886455,641368,4002708,"B088 0641368 4002708
Digging in tortoise burrow",30.3,18.3,0.6,"partly cloudy",34.86
"CB13","2021-06-08","10:42",-115.429345268461,36.1593193602518,641284,4002761,"J125 0641284 4002761",29.7,16.4,1.3,"clear",34.03
"CB15","2021-06-08","11:32",-115.418382667276,36.1605939661303,642260,4002919,"B092 0642260 4002919
Two entrances. Old packrat midden, tortoise burrow.",30.7,14.6,0.8,"clear",34.27
"CB31","2021-06-08","12:45",-115.419822715588,36.162332031328,642136,4003111,"J109 0642136 4003111
Overwinter shelter. Couldn’t find entrance.
Remote observation.",32.8,17.1,0.9,"clear",29.42
"CB13","2021-06-09","10:39",-115.429345268461,36.1593193602518,641284,4002761,"J125 0641284 4002761",29.7,18.6,0.7,"partly cloudy",33.98
"CB24","2021-06-09","11:43",-115.421547631366,36.1613605637962,641977,4003001,"J076 0641977 4003001",30.5,16.1,0.8,"partly cloudy",28.59
"CB9","2021-06-09","15:00",-115.425865339898,36.1601053791462,641596,4002851,"J128 0641596 4002851
Head width: 52mm
Weight: 470g",34.3,14.4,1.1,"clear",NA
"CB31","2021-06-09","12:10",-115.419822715588,36.162332031328,642136,4003111,"J109 0642136 4003111
Overwinter shelter. Couldn’t find entrance.
Remote observation.",31.8,15.5,1.3,"partly cloudy",29.47
"CB24","2021-06-11","07:05",-115.421547631366,36.1613605637962,641977,4003001,"J076 0641977 4003001",21.2,17.5,0.3,"clear",28.6
"CB15","2021-06-11","07:32",-115.418382667276,36.1605939661303,642260,4002919,"B092 0642260 4002919
Two entrances. Old packrat midden, tortoise burrow.",22.1,9.2,0.3,"clear",33.63
"CB31","2021-06-11","07:46",-115.419822715588,36.162332031328,642136,4003111,"J109 0642136 4003111
Overwinter shelter. Couldn’t find entrance.
Remote observation.",25.6,13.1,0,"clear",29.53
"CB25","2021-06-22","06:20",-115.4005357,36.1648975,643858,4003432,"0643858 4003432",28.3,19.2,0.9,"partly cloudy",40.56
"CB15","2021-06-13","19:43",-115.416642337829,36.1606191704633,642424,4002925,"0642424 4002925 surface active",33.2,10.6,1.5,"clear",34.33
"CB3","2021-06-14","09:22",-115.425952653052,36.1585856466226,641591,4002689,"B133 0641591 4002689
An unmarked tortoise dug this shelter, which was previously a rodent burrow, into a tortoise den and is still present and digging.",32.5,14.9,1.6,"clear",36.27
"CB9","2021-06-14","09:59",-115.425934364934,36.1611738678679,641582,4002972,"J129 0641582 4002972",34.2,15.2,0.8,"clear",29.03
"CB24","2021-06-13","19:03",-115.421547631366,36.1613605637962,641977,4003001,"J076 0641977 4003001",33.6,10.8,0.6,"clear",28.63
"CB31","2021-06-13","20:26",-115.419822715588,36.162332031328,642136,4003111,"J109 0642136 4003111
Overwinter shelter. Couldn’t find entrance.
Remote observation.",30.2,13.2,0,"clear",29.45
"CB13","2021-06-14","08:41",-115.429345268461,36.1593193602518,641284,4002761,"J125 0641284 4002761",32.8,14.7,1,"clear",34.61
"CB9","2021-06-15","07:00",-115.428912380885,36.1617064694772,641308,4003028,"J063 0641308 4003028
A couple of meters away from C-29",33,13.2,0,"clear",29
"CB24","2021-06-14","10:48",-115.421547631366,36.1613605637962,641977,4003001,"J076 0641977 4003001",35.6,13.7,0.7,"clear",28.55
"CB13","2021-06-15","06:17",-115.429345268461,36.1593193602518,641284,4002761,"J125 0641284 4002761",29.1,18.6,0.3,"clear",34.25
"CB3","2021-06-15","06:34",-115.425952653052,36.1585856466226,641591,4002689,"B133 0641591 4002689
Unmarked tortoise still present. We are buds.",32,17.5,0.4,"clear",35.4
"CB29","2021-06-15","07:00",-115.428905640534,36.1616545738364,641307,4003024,"J130 0641307 4003024
A few meters away from C-9
Head width: 40mm
Weight: 265g",33,13.2,0,"clear",NA
"CB24","2021-06-15","08:03",-115.421547631366,36.1613605637962,641977,4003001,"J076 0641977 4003001",34.1,19.9,0,"clear",28.36
"CB9","2021-06-16","06:04",-115.428912380885,36.1617064694772,641308,4003028,"J063 0641308 4003028
A couple of meters away from C-29",30.3,14.9,0.3,"clear",28.65
"CB13","2021-06-16","06:26",-115.429345268461,36.1593193602518,641284,4002761,"J125 0641284 4002761
He was in front of the shelter and ran in when I approached.",31.6,12.1,0.3,"clear",34.03
"CB3","2021-06-16","06:53",-115.425952653052,36.1585856466226,641591,4002689,"B133 0641591 4002689
Unmarked tortoise still present. We are buds.",32.2,15.9,0.4,"clear",35.66
"CB31","2021-06-16","07:54",-115.419822715588,36.162332031328,642136,4003111,"J109 0642136 4003111
Overwinter shelter. Couldn’t find entrance.
Remote observation.",37.6,17.3,0,"clear",29.41
"CB13","2021-06-17","05:59",-115.429587534809,36.1583257643649,641255,4002652,"J123 0641255 4002652",29.9,18.8,0,"cloudy",34.53
"CB29","2021-06-17","06:33",-115.430006366401,36.1616060648656,641217,4003017,"J132 0641217 4003017",31.3,17.2,0.3,"cloudy",28.76
"CB3","2021-06-17","05:34",-115.425952653052,36.1585856466226,641591,4002689,"B133 0641591 4002689
Unmarked tortoise still present. We are buds.",32.3,19.4,0.3,"cloudy",35.1
"CB9","2021-06-17","06:54",-115.428912380885,36.1617064694772,641308,4003028,"J063 0641308 4003028",32.8,16.7,0,"cloudy",28.73
"CB31","2021-06-17","07:33",-115.419822715588,36.162332031328,642136,4003111,"J109 0642136 4003111
Overwinter shelter. Couldn’t find entrance.
Remote observation.",35.4,15.5,0.3,"cloudy",29.5
"CB3","2021-06-18","07:02",-115.42929308424,36.1593223648974,641284,4002761,"J125 0641284 4002761",34.6,17,0,"partly cloudy",37.93
"CB9","2021-06-18","07:45",-115.428504655221,36.1640043782485,641346,4003287,"J070 0641346 4003287",33.1,17.6,0.4,"cloudy",28.99
"CB13","2021-06-18","06:03",-115.429587534809,36.1583257643649,641255,4002652,"J123 0641255 4002652",32.7,17.1,0.3,"partly cloudy",34.02
"CB29","2021-06-18","06:33",-115.430006366401,36.1616060648656,641217,4003017,"J132 0641217 4003017",29.8,22.8,0,"cloudy",28.65
"CB13","2021-06-19","05:54",-115.427171469349,36.1573703841819,641480,4002547,"J133 0641480 4002547
Faint belly print at right entrance (first pic)",31.6,19.8,0,"partly cloudy",35.65
"CB3","2021-06-19","06:25",-115.42929308424,36.1593223648974,641284,4002761,"J125 0641284 4002761",33.1,20.1,0.5,"partly cloudy",37.13
"CB29","2021-06-19","06:44",-115.430006366401,36.1616060648656,641217,4003017,"J132 0641217 4003017",33.5,17.9,0.6,"partly cloudy",28.49
"CB9","2021-06-19","07:26",-115.428504655221,36.1640043782485,641346,4003287,"J070 0641346 4003287",34.3,18,0,"cloudy",28.88
"CB3","2021-06-21","06:28",-115.432293533591,36.1598498986608,641011,4002818,"B112 0641011 4002818",26.7,26.7,0,"clear",35.83
"CB29","2021-06-21","06:53",-115.430520917857,36.1616457023239,641167,4003019,"J134 0641167 4003019",27.7,19.8,0,"clear",28.47
"CB9","2021-06-21","07:41",-115.427596336286,36.1697611593414,641413,4003923,"J135 0641413 4003923",29.3,17.3,0.4,"clear",29.72
"CB13","2021-06-21","05:54",-115.427171469349,36.1573703841819,641480,4002547,"J133 0641480 4002547
Faint belly print at right entrance (first pic)",27.7,19.9,0.5,"clear",35.05
"CB13","2021-06-22","05:45",-115.427171469349,36.1573703841819,641480,4002547,"J133 0641480 4002547
Faint belly print at right entrance (first pic)",27.1,19.8,0.4,"partly cloudy",35.16
"CB3","2021-06-22","06:06",-115.432293533591,36.1598498986608,641011,4002818,"B112 0641011 4002818",28.3,19.9,0.7,"partly cloudy",35.6
"CB29","2021-06-22","06:41",0,0,641120,4002820,"A few meters away from a surface active unmarked tortoise.",28.9,18.2,1.7,"partly cloudy",28.73
"CB9","2021-06-22","07:39",-115.427596336286,36.1697611593414,641413,4003923,"J135 0641413 4003923",29.9,17.7,1.2,"partly cloudy",29.37
"CB31","2021-06-22","08:18",-115.419822715588,36.162332031328,642136,4003111,"J109 0642136 4003111
Overwinter shelter. Couldn’t find entrance.
Remote observation.",34,16.9,0.5,"partly cloudy",29.35
"CB29","2021-06-23","08:03",-115.432514234157,36.1625437244675,640983,4003124,"J136 0640983 4003124",24.6,32.5,2.4,"rain",29.29
"CB13","2021-06-23","05:36",-115.427171469349,36.1573703841819,641480,4002547,"J133 0641480 4002547
Faint belly print at right entrance (first pic)",27.1,26.3,0.5,"rain",34.7
"CB3","2021-06-23","06:05",-115.432293533591,36.1598498986608,641011,4002818,"B112 0641011 4002818",27.1,26.1,0.5,"rain",35.94
"CB9","2021-06-23","09:14",-115.427596336286,36.1697611593414,641413,4003923,"J135 0641413 4003923",24,42.7,2.4,"rain",29.42
"CB15","2021-06-22","07:20",-115.4167864,36.1604217,642407,4002894,"0642407 4002894",30.5,17.2,2,"partly cloudy",32.82
"CB25","2021-06-23","06:32",-115.400535699998,36.1648974999994,643858,4003432,"0643858 4003432",24.2,39.6,1.7,"cloudy",40.66
"CB15","2021-06-23","07:39",-115.4167864,36.1604217,642407,4002894,"0642407 4002894",26,35.4,0.5,"cloudy",32.6
"CB31","2021-06-23","08:30",0,0,642136,4003111,"Remote Obs",25.5,36.4,1.6,"cloudy",29.58
"CB25","2021-06-24","07:24",-115.400535699998,36.1648974999994,643858,4003432,"0643858 4003432",25.4,34.5,1.4,"partly cloudy",40.26
"CB15","2021-06-24","08:30",-115.4167864,36.1604217,642407,4002894,"0642407 4002894",30.5,31.5,0.3,"partly cloudy",32.61
"CB24","2021-06-24","09:10",-115.4235012,36.1610769,641799,4002466,"0641799 4002466",31.5,26.9,0.7,"clear",28.02
"CB31","2021-06-24","09:45",0,0,642136,4003111,"Remote Obs",32.6,24.8,0.6,"clear",29.41
"CB24","2021-06-22","08:13",-115.4215353,36.1611321,641975,4002972,"0641975  4002972",31.1,32.1,1.3,"partly cloudy",28.54
"CB24","2021-06-16","07:28",-115.421516060381,36.1611111461118,641975,4002972,"J131 0641975 4002972",36.2,14.3,0,"clear",29.14
"CB24","2021-06-17","07:21",-115.421516060381,36.1611111461118,641975,4002972,"J131 0641975 4002972",33.9,18,0.6,"cloudy",28.76
"CB24","2021-06-18","08:30",-115.421516060381,36.1611111461118,641975,4002972,"J131 0641975 4002972",36.7,16.9,0,"partly cloudy",28.59
"CB24","2021-06-19","08:11",-115.421516060381,36.1611111461118,641975,4002972,"J131 0641975 4002972",36.7,16.2,0.3,"partly cloudy",28.57
"CB13","2021-06-24","07:06",-115.423926835203,36.1566480269678,641766,4002471,"J137 0641766 4002471
Two entrances, unsure which is used. Signal is coming from left of rock. I left an egg at the left entrance because it broke in my bag.",24.5,35.6,0.4,"clear",33.99
"CB3","2021-06-24","07:54",-115.43242520561,36.1598580243647,640993,4002826,"J138 0640993 4002826",29.4,30.4,0.3,"clear",38.23
"CB3","2021-06-25","05:47",-115.430955486365,36.160202783072,641130,4002856,"J139 0641130 4002856",21.5,38.3,0.3,"clear",35.7
"CB24","2021-06-21","08:35",-115.421516060381,36.1611111461118,641975,4002972,"J131 0641975 4002972",32.2,16,0.7,"clear",28.51
"CB29","2021-06-24","08:29",-115.432514234157,36.1625437244675,640983,4003124,"J136 0640983 4003124",32.8,24.8,0.4,"clear",29.01
"CB9","2021-06-24","09:19",-115.427596336286,36.1697611593414,641413,4003923,"J135 0641413 4003923",31.8,25,0,"clear",29.17
"CB24","2021-06-25","07:35",-115.42338689914,36.1613615847706,641807,4003001,"J140 0641807 4003001",25,35.5,0.3,"clear",28.89
"CB29","2021-06-25","06:14",-115.432514234157,36.1625437244675,640983,4003124,"J136 0640983 4003124",22.4,30.3,0.9,"clear",28.87
"CB9","2021-06-25","06:58",-115.427596336286,36.1697611593414,641413,4003923,"J135 0641413 4003923",22,40.4,0,"clear",29.1
"CB25","2021-06-25","06:25",-115.4006825,36.1648951,643858,4003432,"0643858 4003432",24.8,60.6,0.6,"clear",37.9
"CB15","2021-06-25","07:20",-115.4167864,36.1604217,642407,4002894,"0642407 4002894",30.5,31.6,0,"clear",33.15
"CB31","2021-06-25","07:40",0,0,642136,4003111,"Remote Obs",32.6,33.2,0.3,"clear",29.74
"CB25","2021-06-26","06:37",-115.4006825,36.1648951,643858,4003432,"0643858 4003432",26.2,32.8,0,"clear",40.67
"CB15","2021-06-26","07:22",-115.4167864,36.1604217,642407,4002894,"0642407 4002894",32.9,23.2,0,"clear",34.55
"CB31","2021-06-26","07:30",0,0,642136,4003111,"Remote Obs",32.7,30.9,0,"clear",29.46
"CB24","2021-06-26","07:46",-115.4226396,36.16073,641877,4002931,"0641877 4002931",32.3,41.2,0,"clear",28.62
"CB31","2021-05-24","16:59",0,0,642136,4003111,"",26.3,17.2,0.7,"clear",29.33
"CB15","2021-06-21","07:25",-115.4167864,36.1604217,642407,4002894,"0642407 4002894",31.6,16.8,0.3,"clear",32.69
"CB15","2021-06-19","07:50",-115.4167864,36.1604217,642407,4002894,"0642407 4002894",35.4,48.6,0.3,"partly cloudy",33.59
"CB13","2021-06-27","06:53",-115.423958283082,36.1566533097712,641768,4002471,"Utm 
0641768
4002471",31.7,23.7,NA,"clear",34.87
"CB25","2021-06-28","06:37",-115.4006825,36.1648951,643858,4003432,"0643858 4003432",29.5,19.2,3.5,"clear",40.91
"CB3","2021-06-26","06:53",-115.429619226893,36.161435164985,641248,4002990,"J141 0641248 4002990",26.6,20,0.4,"clear",38.4
"CB13","2021-06-26","05:33",-115.423926835203,36.1566480269678,641766,4002471,"J137 0641766 4002471
Two entrances, unsure which is used. Signal is coming from left of rock.",22.3,43,0,"clear",34.9
"CB29","2021-06-26","06:06",-115.432514234157,36.1625437244675,640983,4003124,"J136 0640983 4003124
Remote observation",25.4,20.8,0,"clear",29
"CB9","2021-06-26","07:36",-115.427596336286,36.1697611593414,641413,4003923,"J135 0641413 4003923",27.9,20.3,0.3,"clear",29.11
"CB15","2021-06-28","07:49",-115.4170144,36.1608639,642386,4002959,"0642386 4002959",30.3,20.7,0.5,"clear",33.76
"CB31","2021-06-28","08:20",0,0,642136,4003111,"",32.6,19.4,0.3,"clear",29.42
"CB24","2021-06-23","08:10",0,0,641964,4002919,"0641964 4002919",25,38.5,1,"cloudy",29.19
"CB15","2021-06-18","08:10",-115.416786399998,36.1604216999994,642407,4002894,"0642407 4002894",37.3,16.1,0,"partly cloudy",33.46
"CB15","2021-06-17","07:25",-115.4167864,36.1604217,642407,4002894,"0642407 4002894",33.4,16.3,0,"cloudy",33.86
"CB13","2021-05-27","09:55",0,0,642542,4002880,"",32.6,9.9,0.7,"clear",37.03
"CB31","2021-05-25","17:55",0,0,642136,4003111,"",28.2,19.1,0.4,"partly cloudy",29.21
"CB3","2021-05-24","18:05",-115.425989999996,36.1586499999988,641583,4002693,"0641583 4002693",29.1,16.3,0.5,"clear",41.62
"CB25","2021-05-22","06:42",-115.4029843,36.1618262,643640,4003078,"0643640 4003078",15.2,40.1,0.2,"clear",58.01
"CB31","2021-05-20","11:38",0,0,642136,4003111,"",28.2,16.6,1.6,"clear",29.98
"CB31","2021-05-16","09:05",0,0,642136,4003111,"",20.6,31.5,1.1,"clear",29.27
"CB31","2021-05-15","14:35",0,0,642136,4003111,"",29.4,12.4,1.8,"clear",29.46
"CB31","2021-05-14","10:28",0,0,642136,4003111,"",32.1,14.2,1.1,"clear",29.62
"CB31","2021-05-10","18:54",0,0,642136,4003111,"",27.3,34.7,0.3,"clear",29.28
"CB31","2021-05-02","14:15",0,0,642136,4003111,"",28.3,14.9,1.6,"partly cloudy",29.18
"CB31","2021-04-30","10:39",0,0,642136,4003111,"",28.8,14.3,0.6,"clear",29.63
"CB31","2021-04-28","14:32",0,0,642136,4003111,"",22,19.6,2.2,"clear",29.04
"CB31","2021-04-25","10:22",0,0,642136,4003111,"",19.9,22.5,2.1,"partly cloudy",29.24
"CB31","2021-04-24","13:39",0,0,642136,4003111,"",23.6,15.7,1.6,"partly cloudy",29.47
"CB31","2021-04-22","10:14",0,0,642136,4003111,"",17.8,30.8,0.5,"partly cloudy",29.42
"CB31","2021-04-20","11:05",0,0,642136,4003111,"",23.9,19.1,1,"partly cloudy",30.06
"CB31","2021-04-18","11:08",0,0,642136,4003111,"",24.2,20.5,0.5,"clear",29.59
"CB31","2021-04-17","11:41",0,0,642136,4003111,"",22.6,18.4,0.7,"partly cloudy",29.67
"CB31","2021-04-14","07:46",0,0,642136,4003111,"",12.6,31.3,0.4,"clear",29.45
"CB31","2021-04-13","11:56",0,0,642136,4003111,"",23.8,14.8,1.2,"clear",29.47
"CB31","2021-04-10","13:02",0,0,642136,4003111,"",26.6,9.8,0.3,"clear",29.3
"CB25","2021-06-29","06:27",-115.4006825,36.1648951,643858,4003432,"0643858 4003432",28.7,25.8,0.6,"partly cloudy",40.84
"CB13","2021-06-25","08:50",-115.4220346,36.1551676,641941,4002316,"0641941 4002316",33.3,30.7,0,"clear",33.16
"CB15","2021-06-29","07:25",-115.4171069,36.1608298,642377,4002951,"0642377 4002951",30.1,36.3,1.1,"partly cloudy",33.03
"CB31","2021-06-29","07:53",0,0,642136,4003111,"Remote obs",32.2,20.1,1.7,"partly cloudy",29.62
"CB15","2021-07-01","07:40",-115.4164725,36.1598037,642434,4002843,"0642434 4002843",28,46.9,0,"partly cloudy",32.84
"CB25","2021-05-19","09:50",-115.4002083,36.1648451,643891,4003418,"0643891 4003418",28.4,23.3,0.9,"partly cloudy",39.55
"CB25","2021-05-20","10:25",-115.4002083,36.1648451,643891,4003418,"0643891 4003418",26.3,18.8,3.8,"clear",39.64
"CB25","2021-05-16","10:28",-115.40252,36.16402,643683,4003322," 0643683 4003322",23.8,26.1,0,"clear",38.48
"CB25","2021-05-15","13:38",-115.40252,36.16402,643683,4003322,"0643683 4003322",32.3,11.3,2.2,"clear",39.19
